generation,agent_id,parent_id,fitness,h_x,c_x,i_x_seed,h_dezorg
4,base_gen04_051,base_gen02_030,0.42442410554159427,6.822875148437589,0.5355648535564853,0.9122172977318077,0.9617699969562757
4,base_gen04_052,base_gen04_051,0.4179762647836832,6.817731659981182,0.5220529270248596,0.9120748256402896,0.9733851307195974
4,base_gen04_053,base_gen03_049,0.4281712774904729,6.820186751336926,0.5475382003395586,0.9122758923114863,0.9611406438356888
4,base_gen04_054,base_gen04_052,0.4186759146039407,6.764861396103404,0.5169354838709678,0.9077344248220358,0.9513597148418373
4,base_gen04_056,base_gen04_053,0.4248064383684055,6.774211631436881,0.5398981324278438,0.910381149552786,0.9617678806817032
4,base_gen04_057,base_gen04_056,0.41443547875167863,6.6823832199025315,0.4934747145187602,0.9049931107895839,0.9305174549937069
5,base_gen02_030,base_gen02_030,0.4131995193865051,6.74974762600215,0.509976057462091,0.9099555770381258,0.9738554318559249
5,base_gen03_048,base_gen03_048,0.41728993798818936,6.785231140923235,0.5027624309392266,0.9118637247245714,0.9473532682793215
5,base_gen04_051,base_gen04_051,0.42021091448825026,6.797221440302944,0.5162827640984908,0.9122678817046656,0.9540392779681486
5,base_gen04_052,base_gen04_052,0.42382331439155635,6.834963639406752,0.5350584307178631,0.9108735672322275,0.9606549921995813
5,base_gen04_054,base_gen04_054,0.4179762647836832,6.817731659981182,0.5220529270248596,0.9120748256402896,0.9733851307195974
5,base_gen05_060,base_gen04_052,0.4181006909805889,6.815683181855826,0.5241157556270096,0.9121858860866129,0.976134893754102
5,base_gen05_061,base_gen04_056,0.41720298986585846,6.784956897221184,0.5039432176656151,0.9115513209367639,0.9487781795110399
5,base_gen05_062,base_gen02_030,0.4177444840028641,6.815683181855826,0.5229283990345938,0.9121858860866129,0.976134893754102
5,base_gen05_068,base_gen03_045,0.419312407742882,6.791122515294601,0.5289256198347108,0.9056412717763949,0.9609295704786432
5,base_gen05_069,base_gen05_063,0.41859200541775543,6.708559560591005,0.5141015310233682,0.9046994632174967,0.939940927490017
6,base_gen03_048,base_gen03_048,0.4139724622305757,6.774123466813962,0.5107057890563045,0.9082238431670449,0.9667559803491903
6,base_gen04_054,base_gen04_054,0.41720298986585846,6.784956897221184,0.5039432176656151,0.9115513209367639,0.9487781795110399
6,base_gen05_062,base_gen05_062,0.41459421889091186,6.797221440302943,0.5095541401273885,0.9103934063922811,0.9673436317172264
6,base_gen05_068,base_gen05_068,0.41500945045883203,6.713145556313949,0.50767987065481,0.9034693139412711,0.9451458385412322
6,base_gen05_069,base_gen05_069,0.4248064383684055,6.774211631436881,0.5398981324278438,0.910381149552786,0.9617678806817032
6,base_gen06_070,base_gen02_030,0.42056775133878127,6.873622001347655,0.5294592413236481,0.9105722383094611,0.9677807010652186
6,base_gen06_074,base_gen04_052,0.41771765766652164,6.761154904354643,0.5076923076923077,0.90870262514841,0.9447067360768782
6,base_gen06_076,base_gen06_072,0.44656895423600773,6.751511831436691,0.535,0.9058657388776423,0.8343195760140669
6,base_gen06_077,base_gen06_074,0.44021123275327667,6.758286669325941,0.5370994940978078,0.9109530022302844,0.8819755829560393
6,base_gen06_079,base_gen06_071,0.4248064383684055,6.774211631436881,0.5398981324278438,0.910381149552786,0.9617678806817032
7,base_gen03_048,base_gen03_048,0.4248064383684055,6.774211631436881,0.5398981324278438,0.910381149552786,0.9617678806817032
7,base_gen05_062,base_gen05_062,0.4177515488347028,6.767684086769328,0.5067087608524072,0.91041914846969,0.9473532682793215
7,base_gen05_069,base_gen05_069,0.4406456181653673,6.821623726231645,0.5389121338912134,0.916442949158865,0.8962474829071466
7,base_gen06_070,base_gen06_070,0.4229744408372462,6.873987102852616,0.5276663993584603,0.9141645538974057,0.9620387795949737
7,base_gen06_076,base_gen06_076,0.4576931443477086,6.711054487356131,0.5580357142857143,0.9204125170458987,0.8496191423047749
7,base_gen07_080,base_gen05_062,0.42021091448825026,6.797221440302944,0.5162827640984908,0.9122678817046656,0.9540392779681486
7,base_gen07_081,base_gen05_062,0.4248064383684055,6.774211631436881,0.5398981324278438,0.910381149552786,0.9617678806817032
7,base_gen07_084,base_gen07_082,0.41459421889091186,6.797221440302943,0.5095541401273885,0.9103934063922811,0.9673436317172264
